Date,Production (tonnes),Electricity (kWh),Natural Gas (m³),Water (m³),CO2 Emissions (kg),NOx Emissions (kg),SOx Emissions (kg),Waste Generated (kg),Waste Recycled (kg),Employees on Site,Safety Incidents
2023-09-17,883,762912,102428,1731.3902063043888,836201,1098.2763659828943,543.8698165019807,66225,83885,154,0
2023-09-18,822,493200,114258,1764.1765882446143,750486,700.7571754144022,543.9514185324639,46854,60828,173,0
2023-09-19,909,804465,126351,2499.7512186240006,906273,662.8490672624081,534.0431225923188,63630,32724,191,0
2023-09-20,1126,711632,184664,2361.8907780578884,962730,1597.6561322483376,670.313777666834,102466,72064,170,0
2023-09-21,841,557583,101761,1334.8392927433301,714850,478.19813371024156,391.0936059470797,74008,77372,151,0
2023-09-22,1017,862416,200349,2993.918765854232,1055646,606.4438385512011,336.6802566674392,110853,44748,173,0
2023-09-23,838,749172,163410,2251.1884338382233,879062,1208.3130456246881,652.4015765730733,82124,37710,183,0
2023-09-24,1070,707270,190460,1655.2300763018661,973700,878.4143328714084,538.6689522146668,62060,72760,177,0
2023-09-25,1127,713391,146510,3136.81656224655,979363,1578.2628703999192,580.2102096612066,157780,69874,165,0
2023-09-26,1017,665118,106785,1637.1602462841897,924453,799.537126621389,583.9630981625503,62037,98649,189,0
2023-09-27,884,764660,104312,1869.2193446898912,858364,1260.3246197263402,361.71834372511256,118456,81328,175,0
2023-09-28,975,873600,184275,2707.0072385985272,969150,525.9695388691385,720.6817195626661,108225,70200,157,0
2023-09-29,948,674028,133668,2816.5626896720028,968856,1104.1329509990476,612.6670330010388,121344,64464,187,0
2023-09-30,837,716472,121365,1432.7125120952062,874665,930.4656990735347,418.50078418917946,54405,29295,175,0
2023-10-01,803,590205,87527,2234.4483544143163,789349,1002.8558004851507,638.3014535523754,111617,72270,172,0
2023-10-02,1175,1022250,141000,2917.552781779569,1109200,843.8670099361881,662.5915187923049,132775,50525,170,0
2023-10-03,891,604098,130086,2386.5059606626296,906147,868.3730867454686,356.392354623349,81081,37422,165,0
2023-10-04,861,748209,134316,1982.402202373802,830865,1042.2712883605634,524.9970514222413,65436,38745,177,0
2023-10-05,1144,954096,179608,2758.9370550807894,1011296,1662.91243733502,794.8430382760041,149864,86944,181,0
2023-10-06,958,618868,128372,2438.3969272596582,835376,513.0556488065932,388.81655112597593,137952,84304,153,0
2023-10-07,1176,827904,235200,2106.314535054014,1070160,1397.6787887817688,524.4832126901226,109368,110544,165,0
2023-10-08,1057,781123,177576,2484.8843387010907,1033746,899.2649562017601,346.7906672238666,151151,89845,168,0
2023-10-09,876,735840,118260,2413.017162669738,890016,1098.5700457142648,372.5278536641111,54312,87600,150,0
2023-10-10,1044,936468,159732,2113.8571262766845,974052,1505.4453988846778,446.80326109293594,79344,45936,194,0
2023-10-11,1001,613613,112112,1744.554109553917,1047046,1233.0256646860892,379.8277045218043,67067,93093,176,0
2023-10-12,1008,690480,113904,2538.143711998156,1045296,786.0444370478073,625.8564949937319,145152,92736,196,0
2023-10-13,1049,633596,183575,2292.4559439196964,1013334,887.946482997919,524.2860795645637,110145,96508,197,0
2023-10-14,1051,805066,197588,1758.1344125828043,993195,848.7750731714399,802.4187688181945,116661,97743,199,0
2023-10-15,1131,907062,191139,2769.5803189031844,1157013,720.3702724608763,452.9338454863315,160602,73515,152,0
2023-10-16,1051,885993,116661,2627.9677529571095,1048898,589.172592385338,468.38387636495077,93539,78825,188,0
2023-10-17,844,616964,91152,1545.0551222976446,827120,940.3666544869084,533.8394538447822,87776,45576,151,0
2023-10-18,816,532032,140352,1416.703421227752,749088,426.6499360649641,330.3006168972024,103632,74256,151,0
2023-10-19,977,765968,157297,2419.8841015942403,931081,617.7167418080707,576.1685967074633,125056,95746,181,0
2023-10-20,996,879468,179280,1526.3122363561806,938232,982.9686008783943,443.0627983664173,78684,67728,168,0
2023-10-21,910,807170,144690,1576.9384288706278,929110,771.44332391561,446.7452104775131,72800,75530,157,0
2023-10-22,1015,700350,106575,2010.5408069722985,916545,639.7032883227395,452.811764569025,140070,98455,187,0
2023-10-23,810,524880,83430,2319.2432455418916,836730,412.1924384222909,263.5142640926842,84240,53460,198,0
2023-10-24,980,857500,189140,1986.4865057908949,1004500,1317.7379174929715,304.10881468390363,140140,92120,200,0
2023-10-25,1070,708340,179760,1643.382646774074,921270,1421.0256926594263,825.9457216734896,57780,99510,200,0
2023-10-26,1096,966672,174264,2541.4406682320864,1133264,820.776480671848,497.54956291294116,107408,96448,192,0
2023-10-27,959,666505,98777,2235.6702226144093,817068,745.6228848436597,295.90711409955327,121793,63294,181,0
2023-10-28,919,688331,112118,1417.7396211544064,827100,1210.3522520073388,408.4255749834361,51464,77196,168,0
2023-10-29,1126,941336,182412,2725.206989584575,977368,1666.173556680169,616.8390037353809,130616,74316,156,0
2023-10-30,1129,973198,119674,3033.947191941964,1152709,1038.763606755994,526.8145953724564,98223,73385,172,0
2023-10-31,919,780231,148878,2753.526898835647,962193,1329.3968781225622,634.5004200156202,117632,56059,192,0
2023-11-01,932,836004,169624,2152.735666190189,809908,876.882448180297,507.89911926672573,99724,28892,173,0
2023-11-02,905,812690,176475,2253.3403990463576,899570,1101.9536199121728,422.1620060404202,87785,36200,170,0
2023-11-03,1158,915978,167910,3281.2418914428476,1177686,985.0122124545509,816.8510632186266,75270,55584,193,0
2023-11-04,1021,663650,180717,2476.223913847698,891333,1522.9240550334864,731.7475305652263,85764,42882,171,0
2023-11-05,976,820816,184464,2617.9920323441597,837408,1099.838395457727,337.91053950066896,142496,53680,150,0
2023-11-06,1134,833490,136080,3249.8087678631396,967302,1593.6185879728218,453.8653898339793,72576,34020,155,0
2023-11-07,1070,711550,189390,2961.969840746987,909500,1102.125816621877,326.74062023177333,139100,50290,198,0
2023-11-08,848,702144,119568,1308.2164595945328,821712,735.3952816836887,278.5861750427151,120416,76320,190,0
2023-11-09,1192,957176,206216,1937.536920587461,1106176,695.3822381843015,489.90797099536076,106088,63176,191,0
2023-11-10,1055,712125,149810,2168.935253049023,1069770,736.7646681757037,800.6962478570973,61190,79125,189,0
2023-11-11,881,773518,173557,2413.183077930071,902144,809.0341839917645,581.7122264386225,97791,29954,196,0
2023-11-12,895,710630,108295,1683.2291721093584,801920,1082.0641745809191,582.1659261723003,104715,86815,163,0
2023-11-13,961,697686,169136,2868.022555412717,935053,1116.9436547505686,548.370681464269,74958,69192,184,0
2023-11-14,1049,896895,173085,1609.2117354270645,1038510,1056.222931826679,562.0775320735519,139517,39862,169,0
2023-11-15,943,686504,112217,2044.8956384911496,949601,1153.3040345922625,457.6351483739211,67896,47150,194,0
2023-11-16,925,645650,160025,1517.8580002986787,857475,539.7406192213502,563.494953830269,84175,68450,195,0
2023-11-17,1132,884092,175460,2956.6371293562906,1096908,1409.470958876342,872.6721761160206,97352,96220,161,0
2023-11-18,932,699932,137004,1770.5004801512239,814568,674.9047804459516,508.52466299867046,54056,88540,185,0
2023-11-19,1005,795960,201000,2528.137813500329,856260,1026.5891646578764,391.4985953478474,149745,31155,153,0
2023-11-20,980,717360,167580,2870.9597831710807,886900,685.200765714338,780.6842275025896,132300,85260,162,0
2023-11-21,1179,1023372,169776,2456.0208130629494,1103544,1646.7627466105166,930.2281819453265,74277,44802,170,0
2023-11-22,1138,867156,121766,2643.714050798226,1092480,1010.9336609663569,906.3679538457272,70556,99006,196,0
2023-11-23,804,713148,143916,2067.403990906937,743700,1184.8117285073927,455.2164568694841,105324,41004,179,0
2023-11-24,928,567936,113216,1968.6979720659876,818496,1266.0362781177332,582.6450014470555,136416,59392,161,0
2023-11-25,1183,763035,145509,2452.2045701937363,1048138,1056.621875166933,650.2371303666056,66248,89908,195,0
2023-11-26,929,825881,127273,2483.0795740615017,961515,1072.630129017076,405.95409597366324,81752,35302,185,0
2023-11-27,921,723906,139071,1512.2653564346524,834426,796.0599071908674,301.399872423601,52497,61707,155,0
2023-11-28,823,577746,106167,2100.519214274811,827938,989.9061836553603,570.8047922097691,58433,43619,185,0
2023-11-29,952,620704,95200,2639.414193492203,832048,1171.1657546416418,659.0282317733371,120904,68544,151,0
2023-11-30,1151,719375,211784,3113.6946793991565,1040504,1243.0878060999937,802.4298159473249,151932,110496,156,0
2023-12-01,1016,793496,170688,2416.047924931395,1046480,693.6811974930596,661.0007256312994,131064,90424,168,0
2023-12-02,1016,638048,140208,1563.139727144081,977392,758.1688470215162,797.7602934803874,93472,72136,178,0
2023-12-03,995,815900,151240,2938.475308134269,906445,569.6784797409867,705.6690809598406,85570,46765,188,0
2023-12-04,866,550776,97858,2266.227270188552,785462,550.582029929065,672.5061993707119,71012,35506,188,0
2023-12-05,893,606347,154489,1923.7552689441986,926041,1257.4887742743724,385.3256838469483,115197,65189,181,0
2023-12-06,881,656345,145365,1906.020460206033,769994,1189.126225944568,398.7820234928282,44050,59027,163,0
2023-12-07,1027,891436,147888,2500.429756405603,909922,1354.1100744119738,811.3875068626239,141726,60593,166,0
2023-12-08,1188,860112,205524,2320.729495317809,1152360,1213.4606593399503,840.4832950830636,125928,103356,176,0
2023-12-09,869,683903,163372,1640.3075180236694,844668,606.8862464772556,366.7033982152267,111232,42581,155,0
2023-12-10,1187,922299,141253,3196.5355916506023,1235667,1147.9721382152204,462.7870610489866,172115,93773,183,0
2023-12-11,827,645060,83527,1614.7243121000063,857599,1001.0049975438047,547.9104620228504,105856,72776,153,0
2023-12-12,831,519375,151242,2264.011737726643,810225,821.3801889758032,457.72827816146895,88086,44043,156,0
2023-12-13,1036,827764,122248,2249.5156306443505,1053612,744.7490216613717,533.0921286558133,108780,53872,153,0
2023-12-14,918,764694,121176,2686.053088315683,806004,768.46659523009,445.26446232120253,88128,88128,176,0
2023-12-15,897,748098,124683,1990.0242200783762,853944,555.1521258425063,477.58205450850136,78039,74451,198,0
2023-12-16,976,714432,141520,2259.4806728750737,942816,1207.3053914364555,737.3488968597824,49776,67344,169,0
2023-12-17,1005,768825,161805,2675.7204654404645,937665,1135.952059764198,469.7629509301427,74370,90450,200,0
2023-12-18,847,642026,88935,1478.623313587125,844459,1155.2115778614825,502.11929745073314,110957,81312,184,0
2023-12-19,954,748890,165042,2668.309971276003,991206,1113.0386814853116,364.6074455162932,91584,61056,162,0
2023-12-20,843,708963,113805,1731.9243105537403,778089,1101.0310333142754,476.9343411207759,113805,37092,164,0
2023-12-21,903,565278,150801,2358.2113493665615,930993,914.7677931581962,313.53625461427384,99330,27993,181,0
2023-12-22,1051,931186,137681,2065.571960781765,917523,1528.135127673364,352.02643924661015,129273,67264,173,0
2023-12-23,1127,981617,135240,2364.1538699111443,1092063,921.347421715908,872.6964309915755,132986,83398,152,0
2023-12-24,824,552080,119480,2280.328974770874,745720,1146.1834012378638,419.6218383538256,121952,37904,193,0
2023-12-25,905,625355,142990,2415.3041194227058,855225,1309.6139787323236,570.7208878890641,119460,52490,164,0
2023-12-26,1002,742482,109218,2595.91285703003,976950,1432.1308874995561,408.3158779618316,128256,67134,185,0
2023-12-27,955,779280,123195,1927.9169405953596,867140,838.0074801785481,357.9775079383402,119375,74490,175,0
2023-12-28,862,740458,143954,1403.5302384368022,765456,892.1347500603354,259.56242993061664,126714,62064,151,0
2023-12-29,848,543568,137376,1904.6023265410558,829344,1222.9281429116447,552.428474734268,46640,57664,173,0
2023-12-30,940,735080,167320,1756.9158611732082,957860,693.6188900232737,723.803475085121,137240,62980,168,0
2023-12-31,1174,1035468,218364,2225.825148143534,1073036,1322.7966327024646,672.500970988207,88050,99790,177,0
2024-01-01,977,682923,185630,1542.377677635953,927173,731.6294307006921,499.04739129212425,131895,71321,186,0
2024-01-02,888,797424,93240,2117.505143644234,779664,499.1651895303942,518.3364501424735,113664,56832,183,0
2024-01-03,1155,940170,202125,3093.594717176339,1032570,967.696358191993,477.468377816179,125895,108570,155,0
2024-01-04,1182,920778,229308,3226.7821984675747,1138266,1282.9133028806805,794.8281012725542,172572,117018,175,0
2024-01-05,858,661518,163878,1690.1805025222995,773058,1180.728574443323,279.74842478008264,62634,43758,188,0
2024-01-06,863,682633,88889,2419.0247105072144,788782,959.3208317742346,318.783476249964,88889,66451,195,0
2024-01-07,971,837973,173809,2068.2781723777503,937986,1035.2804577870636,635.2083063110488,113607,86419,195,0
2024-01-08,921,777324,175911,2133.6476214065974,932973,1305.732238029105,328.3504555632608,117888,65391,171,0
2024-01-09,1198,739166,220432,2151.754513648794,1063824,1756.061842702796,690.3660240648786,160532,85058,153,0
2024-01-10,909,725382,180891,2444.869037598973,914454,506.52712800288816,481.4374477810538,45450,35451,195,0
2024-01-11,852,616848,91164,1884.417742490238,801732,740.5989431210164,452.7624295434483,125244,48564,164,0
2024-01-12,837,656208,110484,2305.5903365153263,797661,1100.9195504646368,629.7214266786314,108810,71145,159,0
2024-01-13,867,757758,116178,1686.9927299174815,810645,1050.799119246592,571.936669388241,91902,78897,191,0
2024-01-14,968,726968,99704,2749.5917271763647,993168,631.0169162226048,547.3713867694087,69696,73568,193,0
2024-01-15,943,713851,124476,2816.075042717095,988264,1002.036196153396,343.61062039654166,89585,82041,171,0
2024-01-16,929,667022,93829,1730.2174190717328,850964,856.4547984899415,575.2135931556546,126344,41805,191,0
2024-01-17,1030,862110,149350,1691.1766239145131,886830,668.3818738986884,813.3391990472143,90640,81370,197,0
2024-01-18,997,738777,168493,2058.0019551275977,1015943,573.3790489401136,747.4396301395093,136589,33898,153,0
2024-01-19,887,658154,177400,1916.9728557964686,814266,551.7881290546388,634.8381549327976,70960,32819,189,0
2024-01-20,1056,769824,129888,1997.344411185724,1030656,1156.1455950076138,397.00644988528904,66528,91872,191,0
2024-01-21,824,588336,90640,1713.1283079956645,775384,998.6742500039227,371.52369100069194,51088,40376,186,0
2024-01-22,978,619074,117360,1990.5667523267925,867486,995.2436087982466,437.07675123596357,122250,35208,161,0
2024-01-23,865,752550,95150,1977.8561589885119,882300,968.6811899607109,330.4531427866797,84770,71795,161,0
2024-01-24,911,662297,111142,1586.9515228957807,851785,1291.87531887957,345.49464731414014,123896,40084,189,0
2024-01-25,912,774288,163248,2036.3910994080613,906528,1137.7460444209898,688.9789048590027,126768,56544,154,0
2024-01-26,1049,927316,176232,2135.9255943004937,1098303,689.5617949507124,635.3566004666457,90214,79724,161,0
2024-01-27,930,677970,186000,2636.502825675896,880710,1341.0753220985127,318.76749089744845,132990,44640,185,0
2024-01-28,1148,889700,115948,2001.02166215065,1119300,1568.3033691584515,438.8087820981923,163016,104468,181,0
2024-01-29,1075,828825,109650,1706.2441049033732,986850,1457.7145409942627,783.2090966432246,158025,67725,171,0
2024-01-30,1152,1024128,129024,2060.174146215715,1177344,808.852773139277,404.2293925942149,118656,58752,160,0
2024-01-31,846,745326,123516,2249.1491475144735,866304,917.4146286118425,329.7841514922793,116748,54990,156,0
2024-02-01,1107,695196,166050,2284.9798847035145,1131354,1436.2142989182287,810.0376669371116,69741,60885,189,0
2024-02-02,1086,899208,180276,2335.1405138501527,968712,1355.8067401758576,623.249796177627,148782,90138,171,0
2024-02-03,827,525145,152995,1427.2271214747825,740165,585.0107252471823,329.815292045777,90970,24810,152,0
2024-02-04,1130,1013610,113000,1970.0049584033627,1081410,994.5396174950914,409.9612247531628,119780,68930,170,0
2024-02-05,919,618487,132336,1669.2652832032218,789421,490.189568621756,679.3673909074665,80872,39517,177,0
2024-02-06,1018,795058,105872,1949.7629394148828,972190,1391.3465715726559,608.9866089344705,118088,98746,153,0
2024-02-07,946,774774,185416,1495.9177094754211,951676,821.6761542736231,423.3639886169513,48246,93654,164,0
2024-02-08,888,584304,134088,2053.8143996945832,856032,927.8272095048401,617.718926421462,80808,50616,165,0
2024-02-09,872,745560,96792,1404.4281544092837,901648,781.7156620888509,399.3928259670821,46216,56680,164,1
2024-02-10,1021,853556,174591,1697.3977039647352,877039,884.4683091789689,588.3626271306558,90869,99037,178,0
2024-02-11,1078,861322,215600,2421.1153308625135,1100638,1488.2144551009317,766.9285305422774,85162,45276,171,0
2024-02-12,1051,787199,201792,2746.519507900949,1053102,1276.2798823088103,838.1587982502645,53601,55703,157,0
2024-02-13,942,633024,107388,1473.5390075958335,832728,941.8886247064773,584.2069290141065,106446,51810,158,0
2024-02-14,1192,1043000,191912,1828.477703459639,1150280,1759.4089207674,834.7578654805473,69136,60792,195,0
2024-02-15,1065,869040,112890,2685.034551818788,991515,1121.2882179710446,842.4890375304296,80940,44730,165,0
2024-02-16,884,728416,130832,2143.2631206386304,808860,443.7938658212079,422.16462164800544,120224,57460,155,0
2024-02-17,1183,865956,234234,2897.1599946010256,1114386,886.2204092612031,866.5060544159859,79261,80444,199,1
2024-02-18,825,739200,124575,1317.6393451122751,855525,821.3438235306953,518.2477547405251,117975,77550,189,0
2024-02-19,875,576625,157500,1609.3525067909022,761250,676.4834088245134,508.834800011752,104125,87500,199,0
2024-02-20,837,637794,164052,1773.1257351647382,795150,698.146360553061,601.2127467665895,46035,25110,192,0
2024-02-21,901,807296,154972,1685.3129855142818,814504,632.0010122333167,378.42040801840506,121635,34238,151,0
2024-02-22,1154,829726,138480,2103.2602575778196,1100916,1724.3443717382597,679.1037650535555,102706,80780,191,0
2024-02-23,1039,930944,178708,2214.142358892269,1002635,1557.59341422796,495.8821785881239,151694,76886,152,0
2024-02-24,1005,868320,193965,2015.693132788474,992940,730.3688863343025,661.9943821085508,130650,52260,192,0
2024-02-25,944,636256,97232,2215.207017639857,956272,773.7782109916369,317.245972105986,86848,83072,197,0
2024-02-26,1015,774445,149205,1924.8149898633217,873915,1181.0068828274198,791.9454838776348,55825,88305,178,0
2024-02-27,991,736313,155587,2128.4523773480437,981090,1200.1317637036223,445.0231971991799,104055,44595,168,0
2024-02-28,970,805100,192060,2032.2818848726818,1002980,994.2373338366149,514.0509797626916,135800,32010,169,0
2024-02-29,1152,836352,167040,3111.232628106237,1131264,1275.7361420140353,620.6900010905904,74880,100224,193,0
2024-03-01,967,641121,120875,1829.9441253375358,955396,555.9494278082511,584.1718670197118,101535,66723,175,0
2024-03-02,820,598600,124640,1281.3688776677432,835580,883.7793808817792,388.90332320321613,117260,30340,179,0
2024-03-03,974,648684,160710,2555.6260243733855,934066,1242.8309791088836,586.7043597928644,50648,47726,191,0
2024-03-04,1155,786555,219450,2812.1783468861654,1135365,1034.0189538985367,850.3720294219979,110880,110880,160,0
2024-03-05,815,707420,125510,1949.3379394828733,771805,540.0611356714674,583.936396121347,105950,53790,191,0
2024-03-06,1042,766912,152132,1889.9269483928044,1077428,1469.0327988565593,652.4885080339567,122956,40638,172,0
2024-03-07,1197,772065,197505,2688.787287887264,1255653,1228.2033351031591,372.7016261889586,169974,106533,181,0
2024-03-08,955,798380,131790,2450.991658283131,934945,1206.0065633247548,688.5262196278932,72580,43930,157,0
2024-03-09,1074,803352,196542,3015.008342896673,1023522,1273.4346103329178,441.59931091087316,112770,81624,193,0
2024-03-10,1155,693000,158235,2091.480103632998,1173480,1162.9162899177102,356.41993772822843,159390,112035,193,0
2024-03-11,1122,749496,125664,2623.159930302785,976140,1279.9940536860977,489.361957688513,160446,46002,174,0
2024-03-12,1010,851430,196950,1819.3624527051809,1003940,1477.4910326995616,610.3227151103445,115140,94940,169,0
2024-03-13,1008,831600,133056,2707.179761354968,884016,1405.8292730757073,786.3942444134425,109872,53424,193,0
2024-03-14,884,710736,162656,2475.371556085865,802672,536.3763368164551,573.7997168799438,45968,60996,165,0
2024-03-15,919,679141,111199,1403.682352585788,801368,1373.4886973513635,635.6423230883097,97414,88224,170,0
2024-03-16,891,801900,147906,2318.2188403668792,833976,753.6076712940895,441.42110001938454,89991,36531,157,0
2024-03-17,1185,857940,229890,2869.3300902067085,1061760,725.9238290488618,651.2365337955908,127980,37920,180,0
2024-03-18,953,811956,98159,2815.4402867435624,862465,921.3814937716273,518.877348295297,71475,91488,185,0
2024-03-19,810,561330,109350,1371.298322934115,753300,724.559600321132,305.00478847771336,44550,62370,175,0
2024-03-20,898,711216,100576,2156.385601731066,911470,1120.6600213375166,346.2013081126429,64656,53880,182,0
2024-03-21,1178,763344,160208,2891.237705649723,1140304,1474.479632660825,933.2541323989362,70680,65968,177,0
2024-03-22,1122,804474,224400,3277.8039005383066,1175856,1499.0834044217956,864.0285963740735,59466,78540,155,0
2024-03-23,1115,806145,112615,1948.1218992782603,976740,671.759398419114,455.4477995129098,79165,37910,197,0
2024-03-24,804,570840,151152,2234.645146057222,706716,500.6100394182252,250.99838401944214,49044,70752,158,0
2024-03-25,956,796348,159652,2258.0573270567043,881432,665.0269886956604,293.69302114858885,48756,55448,164,0
2024-03-26,1101,914931,147534,1684.287214824363,1110909,1473.5659219869763,409.11834821629327,123312,57252,181,0
2024-03-27,1118,838500,195650,2353.486985511388,1082224,987.9651692957733,591.9121875237505,149812,76024,167,0
2024-03-28,875,756000,127750,1664.7649154121762,916125,598.4423276825486,351.85474448695817,127750,45500,181,0
2024-03-29,862,541336,163780,2208.850209113595,846484,1224.4131813120057,319.3217441490926,101716,36204,169,0
2024-03-30,1200,752400,222000,2722.915091030827,1186800,1729.4601086842104,609.0527396787996,160800,50400,154,0
2024-03-31,1160,941920,179800,3401.6081653863107,1199440,1432.2977323267714,833.4338275243884,150800,42920,178,0
2024-04-01,1021,682028,159276,2066.468879599512,1068987,870.178832699958,441.1052987550781,94953,46966,184,0
2024-04-02,961,669817,182590,2761.8685181449573,947546,1008.3085931656067,499.6551308374173,62465,51894,173,1
2024-04-03,800,698400,98400,1825.9080152402462,735200,515.8429407982948,530.7163971258285,77600,45600,157,0
2024-04-04,826,665756,125552,2401.9898969569726,823522,668.5804612001264,394.8008598106198,93338,39648,171,0
2024-04-05,1115,827330,187320,2866.3803885014886,1143990,665.0268172383753,402.0892115518628,102580,49060,176,0
2024-04-06,912,632016,139536,2001.4500786123824,890112,1313.4494147383557,600.0653721338346,110352,33744,176,0
2024-04-07,1067,672210,118437,1946.4685302933785,1096876,1430.3273350105803,817.5996235829318,153648,45881,151,0
2024-04-08,1150,839500,140300,3298.950317094494,1147700,1005.5123376167754,392.4727534748622,97750,81650,198,0
2024-04-09,883,735539,174834,1981.815362068676,827371,1141.139135638417,386.4099372936602,79470,87417,188,0
2024-04-10,1034,783772,184052,1804.4151940104075,1071224,886.3506582785955,660.8594825520297,61006,74448,161,0
2024-04-11,1114,965838,194950,3035.266182256816,946900,1229.6854555828932,713.3740650399025,110286,84664,184,0
2024-04-12,1088,945472,179520,2339.8500068140443,984640,1614.9262669314533,502.1776216575128,81600,84864,163,0
2024-04-13,1157,931385,174707,3046.3200705990084,1091051,1523.3481128631913,798.877927283102,115700,112229,190,0
2024-04-14,1118,829556,124098,2637.966004757367,1006200,879.374283657706,732.0352986620871,74906,35776,159,0
2024-04-15,1005,840180,188940,1792.6860322867078,902490,547.4382456048756,584.2906851597495,149745,97485,160,0
2024-04-16,1097,748154,218303,2742.47626597457,1071769,919.1471648169506,686.2656308825952,57044,52656,191,0
2024-04-17,905,683275,148420,2078.3224655113295,904095,1140.5738873891148,498.39509207811324,84165,79640,167,0
2024-04-18,1004,757016,159636,2709.261999507823,1013036,1092.8162624240233,578.4473462796687,134536,44176,171,0
2024-04-19,1115,906495,176170,3038.9429337646798,1138415,1403.5806794909497,681.1804357380463,56865,40140,153,0
2024-04-20,893,761729,155382,2618.061123280967,788519,1266.9805278205797,343.6875841567126,83942,52687,197,0
2024-04-21,1033,680747,121894,2083.382203928944,900776,1214.5388096326417,758.7374918965718,151851,96069,156,0
2024-04-22,1189,746692,206886,2267.4855039521985,1122416,1131.6769808242457,663.5251797531901,173594,35670,199,0
2024-04-23,877,551633,125411,2093.994133726249,780530,973.4305122342407,412.3997361551664,69283,76299,170,0
2024-04-24,883,656952,166887,2267.869024451995,880351,917.5631740915906,307.38297548832855,116556,27373,151,0
2024-04-25,935,735845,149600,2135.499257854022,825605,1193.557051323283,714.4418218043655,70125,29920,173,0
2024-04-26,967,804544,109271,2157.671780153712,967000,1199.427781860762,722.3916788489403,114106,33845,152,0
2024-04-27,1120,866880,126560,3036.830071263065,980000,1037.1615673858296,879.9002262437787,67200,58240,161,0
2024-04-28,955,583505,136565,1615.5915958648704,958820,960.710699744849,718.2826984345944,128925,31515,153,0
2024-04-29,805,582820,131215,1262.9862987150689,759920,1022.5396647771258,634.1437946656268,82915,75670,165,0
2024-04-30,1029,914781,135828,1892.7004380383003,969318,1405.59379160548,717.2893001139562,60711,37044,159,0
2024-05-01,827,682275,106683,1390.145404786407,728587,661.0392645498716,489.14732095827037,44658,47966,159,0
2024-05-02,814,640618,92796,1984.1197630106587,741554,1108.7556038334105,252.35447165182723,41514,28490,180,0
2024-05-03,817,556377,133171,2155.4834089066344,746738,429.7883307192019,272.90970890033367,116014,62092,190,0
2024-05-04,1191,1052844,235818,3079.751215197902,1157652,1381.8482860501047,896.4342833176086,103617,76224,170,0
2024-05-05,847,723338,109263,1701.1157662214925,744513,1196.1167628265582,456.0703563775932,63525,62678,185,0
2024-05-06,1134,959364,216594,2902.6604527055824,1121526,1217.1624736317194,695.7294126888321,83916,108864,196,0
2024-05-07,1080,862920,196560,2281.674952184434,1018440,1491.4364829245426,545.4658064091255,72360,74520,181,0
2024-05-08,1047,808284,135063,1584.8647890932539,1052235,882.9806083199941,766.0295705670233,63867,61773,193,0
2024-05-09,1136,881536,184032,2661.6427008401783,1040576,822.504424051529,797.9698463637999,139728,107920,165,0
2024-05-10,930,659370,160890,2143.989489055792,798870,481.0814465828895,368.5872893275368,77190,39060,195,0
2024-05-11,923,650715,98761,2649.100809037521,915616,891.2516931688865,367.9945765082635,79378,91377,153,0
2024-05-12,1029,774837,143031,2798.3741768133586,1023855,627.3489593079403,748.5751140883131,149205,65856,151,0
2024-05-13,1181,969601,217304,3398.3677464868615,1197534,1009.2588592257054,805.3027154800656,107471,109833,166,0
2024-05-14,995,726350,146265,1953.1723150738233,865650,758.7759196628947,485.9100371544909,119400,91540,165,0
2024-05-15,999,620379,192807,2128.8493390892313,899100,1497.8750092339103,393.2975880891608,61938,33966,152,0
2024-05-16,861,531237,125706,1430.0570481880795,780066,796.3402180940557,673.4306488721064,105042,58548,181,0
2024-05-17,877,533216,135058,2024.8440549213776,778776,592.1038115627833,264.1027679637785,108748,42096,163,0
2024-05-18,1144,986128,187616,3368.0829780001645,1002144,1633.0813510581659,509.261015421841,131560,58344,195,0
2024-05-19,1108,932936,165092,3273.4362327037097,1019360,961.0593048658689,604.6049452916706,125204,37672,171,0
2024-05-20,851,596551,112332,2121.188593563905,736115,759.6072624222836,611.1801381373733,114034,51060,183,0
2024-05-21,810,588870,136890,1809.3977155933749,796230,493.3941264527258,427.1113924897556,44550,63990,179,0
2024-05-22,882,598878,104076,1790.9386262024711,884646,1020.0363243726831,586.7417472184563,128772,70560,168,0
2024-05-23,991,746223,139731,2449.5166617933114,1012802,1221.9943455976186,298.4260218088617,147659,70361,171,0
2024-05-24,1131,995280,113100,2105.2138286208537,1009983,573.7803546169981,822.1068201756731,102921,81432,196,0
2024-05-25,887,667911,164982,1589.4110221702922,930463,761.615584825699,695.6666392744482,47011,46124,171,0
2024-05-26,839,606597,109070,1901.0027771263963,782787,522.3193896753106,425.99563306648525,54535,77188,178,0
2024-05-27,1122,686664,112200,3118.187512056152,985116,1536.0025540819936,414.94313804436507,65076,69564,194,0
2024-05-28,1161,712854,226395,2272.2114837757604,1198152,1117.801381113015,613.1820560681984,88236,73143,199,0
2024-05-29,887,775238,162321,1560.5380526595163,882565,1218.4643219170505,567.9393060175942,100231,47898,172,0
2024-05-30,822,709386,85488,1294.1741828207878,787476,504.98773098265605,502.7425041587069,110148,35346,175,0
2024-05-31,913,708488,97691,2737.921225918801,888349,859.0487523655191,609.6225974946611,46563,59345,195,0
